AuthorId,RecipeId,Rating,TestSetId
330413E,280845,True,250.0
1462290B,401130,False,251.0
2001162060D,55672,True,252.0
2002110889A,193061,False,253.0
765787B,19739,False,254.0
1251006A,15191,True,255.0
1171592E,13461,True,256.0
704114D,35920,True,257.0
1541123B,301225,False,258.0
2001916287D,28992,True,259.0
2001122589E,15068,True,260.0
1228447C,70954,True,261.0
29280C,458008,False,262.0
2001338551A,252038,True,263.0
2319232D,21151,True,264.0
2002283225A,64213,True,265.0
1570857D,17124,False,266.0
1803576230D,208556,False,267.0
1011914A,33919,False,268.0
1595964D,133387,True,269.0
785006E,178370,False,270.0
922870A,145803,True,271.0
1498138C,52865,False,272.0
702021E,486261,False,273.0
2001387313C,12455,True,274.0
2002591892A,35450,True,275.0
369692E,151512,True,276.0
332296C,460750,True,277.0
854411E,98918,True,278.0
2002856373E,95570,False,279.0
2000548133D,153267,True,280.0
2000548133D,153650,True,281.0
2000548133D,136077,True,282.0
253542C,280351,False,283.0
284026D,429522,False,284.0
2000475980D,59894,True,285.0
312457D,128956,True,286.0
1063952D,146427,True,287.0
1832967E,69296,True,288.0
1832967E,30380,True,289.0
358266A,380982,True,290.0
2000804440A,137847,True,291.0
2472811A,99476,False,292.0
39731A,11581,True,293.0
2001141168C,369960,True,294.0
1595450C,191913,True,295.0
1595450C,39892,True,296.0
165629C,507949,False,297.0
441539B,475907,False,298.0
866364B,129670,False,299.0
253845E,53198,True,300.0
131020E,429784,False,301.0
10226D,232433,False,302.0
87208E,49172,True,303.0
707361D,109264,True,304.0
707361D,173691,True,305.0
707361D,171002,False,306.0
1783844D,68756,True,307.0
1783844D,293120,False,308.0
1735397D,29612,True,309.0
1811929D,287118,True,310.0
2441472B,486156,True,311.0
2001242450D,13380,True,312.0
2887894D,57682,False,313.0
1929868C,190598,False,314.0
2001976234B,294889,False,315.0
2640796D,21307,False,316.0
2000991886D,418807,True,317.0
53802B,9054,True,318.0
2537127E,126166,True,319.0
347136D,281383,True,320.0
1801294244A,129067,False,321.0
2000581393E,5136,True,322.0
167554E,32204,True,323.0
299901E,95197,True,324.0
299901E,72861,True,325.0
1800249207C,393795,True,326.0
429656C,183432,True,327.0
175827C,166903,False,328.0
1218676A,9369,True,329.0
499696D,18955,False,330.0
1426602A,82486,True,331.0
2000589467E,121338,False,332.0
1124050C,261637,True,333.0
688182E,340909,True,334.0
37184C,431071,False,335.0
543556B,206399,False,336.0
2447247A,7142,False,337.0
2447247A,212031,False,338.0
193664C,38298,False,339.0
2002014026E,275170,True,340.0
2001210911A,21882,False,341.0
1802702787B,9989,False,342.0
2371270E,104171,True,343.0
2371270E,109275,True,344.0
2371270E,39280,False,345.0
1795184A,430483,True,346.0
645433B,31847,True,347.0
164196A,175573,True,348.0
2000598126D,55716,True,349.0
1031111A,347136,False,350.0
2000743164A,12244,False,351.0
2279739B,271950,True,352.0
2001756740E,146427,True,353.0
351201B,15107,False,354.0
174744B,131018,True,355.0
2002046847B,150807,False,356.0
468204A,7058,False,357.0
1800205681E,17586,True,358.0
1087458A,161219,True,359.0
1087458A,275970,False,360.0
10487977D,169500,False,361.0
2000915303C,105432,True,362.0
1566875D,472957,False,363.0
2001373303E,427796,True,364.0
2002724809B,15411,True,365.0
2001519951E,174340,True,366.0
303234D,54225,False,367.0
2000106068D,334310,True,368.0
2000191981A,38298,True,369.0
1335333A,66033,False,370.0
242264C,7553,True,371.0
242264C,77417,False,372.0
1513629E,80594,False,373.0
1257600A,76003,False,374.0
1493428E,163805,False,375.0
1803337635C,75947,True,376.0
2002689945B,59183,True,377.0
2001291273E,9693,False,378.0
101043D,226300,False,379.0
1983761E,165844,True,380.0
365429D,329954,False,381.0
2001924397E,89204,False,382.0
439400E,500090,True,383.0
121187E,15846,False,384.0
2001612793C,392511,True,385.0
59499E,27208,False,386.0
2001175167E,128956,False,387.0
840205C,39038,True,388.0
840205C,59319,True,389.0
840205C,104115,False,390.0
2002759393B,51404,False,391.0
2001408277E,32042,True,392.0
2831470E,117988,True,393.0
1321274A,148380,False,394.0
1818136D,48635,False,395.0
1818136D,32204,False,396.0
1818136D,59635,False,397.0
1818136D,162439,True,398.0
1818136D,160852,False,399.0
1818136D,78925,False,400.0
1818136D,82486,False,401.0
2002430097E,304233,True,402.0
2416487E,121668,True,403.0
1820859B,11872,True,404.0
343165D,147956,True,405.0
2191500C,11433,True,406.0
2002882289C,76386,True,407.0
2002882289C,25706,False,408.0
2002882289C,173082,True,409.0
2002882289C,74629,True,410.0
2002882289C,66887,False,411.0
2002882289C,138703,True,412.0
2002882289C,19464,True,413.0
2002882289C,125981,False,414.0
2002882289C,34319,True,415.0
2002882289C,14988,False,416.0
2000729009D,85650,True,417.0
2000729009D,337038,True,418.0
307905E,249427,True,419.0
499799A,31693,True,420.0
460501A,95452,True,421.0
1424514D,192346,True,422.0
2001640789E,30415,True,423.0
2001640789E,12656,False,424.0
2001514226C,54225,False,425.0
1800204000D,46250,True,426.0
981722A,412187,True,427.0
2002728937E,27764,True,428.0
2000539110A,235379,False,429.0
2001614686A,153891,True,430.0
735772D,447301,True,431.0
2205357D,20890,True,432.0
2884360A,437052,True,433.0
1882399C,64097,True,434.0
829251C,71201,True,435.0
829251C,186485,False,436.0
103759B,176634,True,437.0
2001069880C,38298,False,438.0
1800556084A,47325,False,439.0
1800556084A,42071,True,440.0
2481569E,53914,False,441.0
2001029960B,322980,False,442.0
2630038C,453529,False,443.0
288619B,286704,False,444.0
1712662A,63857,True,445.0
746847C,176514,True,446.0
811451A,13872,False,447.0
2000098669E,97764,True,448.0
615647A,11200,False,449.0
2537843D,432871,True,450.0
2537843D,203463,False,451.0
2537843D,338030,True,452.0
1280039D,67186,True,453.0
2001939950D,9319,True,454.0
2027912A,375289,False,455.0
1201472D,396587,False,456.0
1217295B,119276,False,457.0
726538B,29730,True,458.0
2001977024B,16887,True,459.0
1519452A,46072,True,460.0
74712C,332034,False,461.0
321352A,324,True,462.0
465289A,62183,True,463.0
2001603977B,429838,True,464.0
2000271210B,134742,True,465.0
2786600D,208136,True,466.0
2786600D,43331,True,467.0
1802503482C,66596,True,468.0
1803534164D,38748,False,469.0
1225390C,288931,True,470.0
1225390C,173513,True,471.0
2489240C,28670,False,472.0
1802794779C,117148,True,473.0
1447074E,284456,True,474.0
1447074E,13307,True,475.0
465679C,259497,True,476.0
465679C,293529,False,477.0
465679C,514941,True,478.0
2002237501A,14470,False,479.0
2002237501A,147237,False,480.0
2002237501A,19514,True,481.0
2038963D,22127,True,482.0
198026A,28445,False,483.0
2002030273C,105239,False,484.0
1802835614E,399666,False,485.0
2002313708B,343546,True,486.0
272304E,100999,False,487.0
1707148E,221743,False,488.0
1374796A,150384,True,489.0
1073513E,207702,True,490.0
229808A,186133,True,491.0
1529630A,29380,False,492.0
246720A,304233,False,493.0
2002223570A,122939,True,494.0
2000169902C,39301,False,495.0
1982193C,96619,True,496.0
1800064831E,236333,True,497.0
911900C,1209,False,498.0
494329E,31516,True,499.0
494329E,387616,True,500.0
494329E,33776,True,501.0
1527595A,90885,True,502.0
2000997932B,80156,False,503.0
2761763C,245186,True,504.0
325222B,79746,False,505.0
1596638D,26932,False,506.0
1596638D,152834,True,507.0
2099638D,400893,True,508.0
1803120738D,153191,False,509.0
2001268487A,261889,True,510.0
1268969D,450320,True,511.0
224801C,94964,True,512.0
328164B,159606,True,513.0
164345D,70097,True,514.0
187388B,28094,True,515.0
187388B,15646,False,516.0
888966C,78814,False,517.0
1054649A,33671,False,518.0
1217134B,58660,True,519.0
2527796A,80350,False,520.0
115239A,143126,False,521.0
2001617061C,164780,False,522.0
2002720401E,75316,False,523.0
192531C,28208,False,524.0
2001729223A,41218,True,525.0
2001729223A,63501,True,526.0
479071B,176731,False,527.0
2825229D,10140,False,528.0
641222E,77397,True,529.0
1946418A,431399,False,530.0
2501843A,96886,False,531.0
2002365857B,305306,True,532.0
150727A,77201,False,533.0
2001684228A,181870,False,534.0
1309933B,26451,False,535.0
1533752C,38298,False,536.0
2000111522D,13656,True,537.0
78953E,11571,True,538.0
2001760200D,22782,True,539.0
1104029D,303645,False,540.0
537668C,89751,False,541.0
537668C,88910,True,542.0
2000212880D,52008,True,543.0
716106E,150778,True,544.0
1106285A,115947,True,545.0
2000094056A,79431,False,546.0
2000094056A,331024,True,547.0
2000094056A,56538,True,548.0
774456C,49203,True,549.0
2001895436A,314202,True,550.0
1399984A,81171,True,551.0
139795D,192346,False,552.0
2000716877B,233481,True,553.0
2000459964B,179050,True,554.0
2646992D,79917,True,555.0
1803338713A,18039,True,556.0
1996776A,40047,True,557.0
2002587306A,368209,True,558.0
1802718366D,9351,False,559.0
1802718366D,4627,True,560.0
1435713B,84775,True,561.0
1541559C,49813,False,562.0
286589C,10211,True,563.0
8713029E,82591,True,564.0
28105E,111372,False,565.0
46264136D,197059,False,566.0
2524930E,30555,False,567.0
2002602002A,58497,False,568.0
1424855D,224770,True,569.0
1018447A,349246,False,570.0
445244A,25502,True,571.0
538146D,61195,True,572.0
538146D,87962,True,573.0
538146D,116655,True,574.0
538146D,173832,True,575.0
538146D,34382,True,576.0
538146D,34499,False,577.0
1300866D,2708,False,578.0
1802490366A,56139,True,579.0
1802490366A,47600,True,580.0
2686834A,96521,True,581.0
114449D,102457,False,582.0
114449D,202634,False,583.0
2002249419D,125515,True,584.0
2000887202D,113860,False,585.0
59812E,10712,False,586.0
282250C,22984,False,587.0
203475D,99476,False,588.0
203475D,44889,False,589.0
272510E,33352,True,590.0
568689E,73583,True,591.0
2001210693E,107701,False,592.0
680179A,190061,False,593.0
962394B,420398,True,594.0
1229184C,140999,True,595.0
2001636930A,225123,True,596.0
2846685E,41463,False,597.0
2000778928E,94219,True,598.0
2743934A,53599,True,599.0
2002394386C,22512,True,600.0
2002394386C,20131,True,601.0
1213149A,26531,False,602.0
2208322C,109856,True,603.0
828089D,113762,True,604.0
2002354484E,61393,False,605.0
2056075D,198707,True,606.0
805131C,241451,False,607.0
994942B,264191,True,608.0
2375402D,148726,False,609.0
911441B,117229,False,610.0
151591A,237395,True,611.0
115470E,343611,False,612.0
428229B,80471,False,613.0
1332021D,33671,True,614.0
2002671856A,217140,False,615.0
2001931498B,268654,False,616.0
127258D,95524,False,617.0
1914675E,63828,True,618.0
2000368794B,73362,True,619.0
1921465A,89124,True,620.0
74590C,44800,False,621.0
524709D,522608,True,622.0
735086A,208263,True,623.0
244563D,73922,False,624.0
244563D,2933,False,625.0
1552616B,166789,True,626.0
1552616B,123919,True,627.0
1552616B,53594,True,628.0
1552616B,212411,False,629.0
1552616B,31972,False,630.0
575507E,48401,True,631.0
399038D,32566,False,632.0
2001044411B,427411,False,633.0
2002900935C,32386,False,634.0
527011D,33671,True,635.0
2001664234E,243562,True,636.0
2002267704D,332089,False,637.0
456797A,429589,False,638.0
527875A,70486,False,639.0
527875A,135350,False,640.0
527875A,39087,True,641.0
527875A,104150,True,642.0
527875A,54225,True,643.0
6127B,499517,True,644.0
314280E,94164,False,645.0
767727E,109283,False,646.0
2868965A,80156,False,647.0
2001525147E,44223,False,648.0
1829140D,286892,False,649.0
1977775C,14689,False,650.0
74732D,1209,False,651.0
2001865983E,134577,True,652.0
2587205C,22062,True,653.0
772391B,257429,True,654.0
2125014A,142221,True,655.0
42595502E,382998,True,656.0
2000410057D,27554,False,657.0
64521B,38298,False,658.0
2245729C,92257,True,659.0
1803088875A,17911,False,660.0
1656178C,37457,False,661.0
1656178C,143690,True,662.0
1803431933D,12619,True,663.0
2001666877B,420398,False,664.0
2591661C,384745,False,665.0
891766B,488797,True,666.0
434662C,252920,True,667.0
1442173B,199363,True,668.0
2785450B,27864,True,669.0
695944A,344309,True,670.0
349030D,61816,True,671.0
2001869883C,99476,True,672.0
99058D,18556,False,673.0
99058D,108908,False,674.0
1793667C,348802,True,675.0
1802524345D,83506,True,676.0
1578084C,424048,False,677.0
2001432505C,472743,True,678.0
273026E,368735,False,679.0
663292E,144926,True,680.0
663292E,14906,False,681.0
165865E,55854,True,682.0
2001283111C,26820,False,683.0
978687C,113914,False,684.0
978687C,225456,False,685.0
978687C,401849,False,686.0
2002295619B,82132,True,687.0
2002295619B,83189,True,688.0
2002295619B,122412,False,689.0
2096682E,132263,True,690.0
2774626C,106167,False,691.0
2001717470A,179821,True,692.0
2615576E,37701,False,693.0
1717459E,537564,False,694.0
921012A,241150,True,695.0
2002200565B,181106,False,696.0
2000492574E,12458,False,697.0
1283999B,21085,True,698.0
1800104829A,79072,True,699.0
367302E,44398,True,700.0
2488848E,27208,False,701.0
334505D,40982,True,702.0
2001508337C,420398,False,703.0
1072003D,68063,False,704.0
633586B,111372,True,705.0
137444E,78040,False,706.0
137444E,48771,True,707.0
1276124C,23740,False,708.0
591223A,53914,False,709.0
2000988421E,264191,False,710.0
2000415472B,24044,True,711.0
945540E,33671,False,712.0
1013468E,57025,True,713.0
1564727A,31516,True,714.0
1564727A,100727,True,715.0
1178712C,168367,True,716.0
1926132D,39027,True,717.0
2152424E,317773,True,718.0
2000999131E,23824,True,719.0
1598527E,493958,True,720.0
1661616A,225387,False,721.0
2002314598D,14352,True,722.0
2036594A,166260,False,723.0
2696370B,306761,False,724.0
2002147012D,2526,True,725.0
2002147012D,20155,True,726.0
44754688B,53854,True,727.0
1853093E,32783,True,728.0
1803625047D,155194,False,729.0
607138B,107701,True,730.0
2001720795D,420398,False,731.0
2000369886A,102339,False,732.0
2002882325B,11001,True,733.0
107425E,100727,False,734.0
1632692C,32614,True,735.0
1632692C,144252,True,736.0
1803003324E,163619,False,737.0
1134742A,118263,True,738.0
1438160E,16531,True,739.0
1417826C,72559,False,740.0
1417826C,99669,True,741.0
1802801253C,386302,False,742.0
1641544D,822,False,743.0
267276D,10045,True,744.0
2002114651E,493413,False,745.0
629291E,145212,True,746.0
1800835309B,316546,True,747.0
2000847106D,48603,False,748.0
2001271769E,534899,True,749.0
2002039700D,26033,False,750.0
2002039700D,221696,True,751.0
2002712720C,503794,True,752.0
2001953379C,49492,True,753.0
2014802D,185432,False,754.0
43083B,512615,True,755.0
2001265861B,93886,True,756.0
2001885E,344683,True,757.0
1405730B,133124,False,758.0
707081D,83625,True,759.0
1555166C,28954,True,760.0
2001256541A,41662,False,761.0
1205119B,34753,False,762.0
2000287063A,876,True,763.0
945124B,3857,False,764.0
2001468632C,63712,True,765.0
1519634A,55438,False,766.0
1802815265D,339453,True,767.0
1367169A,13982,True,768.0
239943C,16871,True,769.0
239943C,211842,False,770.0
1665064C,27634,True,771.0
25175A,32880,True,772.0
1377573E,104852,False,773.0
2002788916D,128956,True,774.0
2001046197B,84637,True,775.0
2682438B,90323,False,776.0
2001344851D,134579,True,777.0
1445022C,10428,True,778.0
2002249292A,42846,True,779.0
1692408C,125080,False,780.0
1636394A,100092,False,781.0
2000632687E,416329,False,782.0
536930E,69630,False,783.0
1446484C,493413,False,784.0
1758081A,139406,False,785.0
1443918D,365510,True,786.0
239965E,109220,True,787.0
2001836569B,45108,True,788.0
2001836569B,50342,False,789.0
2001836569B,18970,False,790.0
2001836569B,107235,False,791.0
1803063825C,17086,False,792.0
1614553D,420398,True,793.0
2002249263C,105503,True,794.0
2000641263C,475201,True,795.0
156886E,22611,False,796.0
2002398687B,140411,False,797.0
1803596762D,9374,True,798.0
2002141714B,1428,False,799.0
91435C,95414,True,800.0
737389D,241796,True,801.0
181677B,169500,True,802.0
2000853316A,33752,False,803.0
1829525C,132263,False,804.0
879868E,275906,True,805.0
2002060349E,131870,False,806.0
829216E,52986,False,807.0
1524085D,47077,True,808.0
1591783B,132263,True,809.0
2002354324B,146012,True,810.0
2002354324B,443640,True,811.0
436032E,56340,True,812.0
2002214627E,451233,True,813.0
989869B,209427,True,814.0
989869B,195086,False,815.0
989869B,12222,False,816.0
989869B,185404,True,817.0
2002173042E,176207,True,818.0
275317A,22691,True,819.0
275317A,223260,False,820.0
2001384038E,215529,True,821.0
2799846E,32296,False,822.0
2799846E,209903,False,823.0
2000547280B,335857,True,824.0
638687C,196141,True,825.0
2007901C,28768,True,826.0
704492B,105830,True,827.0
2000011272C,30358,True,828.0
2000011272C,49644,False,829.0
2001001580A,406057,False,830.0
2001001580A,154400,False,831.0
2001001580A,75939,False,832.0
1142487B,373964,True,833.0
2001060157B,89207,True,834.0
859058B,116989,False,835.0
859058B,18296,False,836.0
859058B,195869,False,837.0
11835C,8029,True,838.0
11835C,227371,True,839.0
499415A,123030,True,840.0
499415A,219233,True,841.0
499415A,129626,False,842.0
488664E,169242,True,843.0
2001443389D,11619,True,844.0
1822709C,124807,False,845.0
693995D,36013,False,846.0
1803167875E,65049,True,847.0
2001728660D,461008,False,848.0
801398A,227151,False,849.0
801398A,32503,True,850.0
824010C,142735,True,851.0
1802584516E,8925,False,852.0
2030482D,114177,False,853.0
2099217E,208556,False,854.0
1802492114A,68989,False,855.0
942746D,19155,False,856.0
1800036863E,168802,True,857.0
872836E,181838,False,858.0
2000993319B,297900,True,859.0
1218997D,315511,True,860.0
125579A,33671,True,861.0
390382E,12192,True,862.0
2082308D,298234,True,863.0
614373B,93494,True,864.0
1802687299D,257404,True,865.0
2943911D,135323,True,866.0
1575301E,84247,True,867.0
1575301E,43817,False,868.0
27057A,322546,True,869.0
1803513952B,167467,False,870.0
2002795592E,96668,True,871.0
2002795592E,13388,True,872.0
2002795592E,33752,True,873.0
2001352059E,95823,False,874.0
454408C,105260,False,875.0
1802383073C,52230,False,876.0
1557668C,251894,False,877.0
591205B,94116,True,878.0
2001550044B,20907,False,879.0
2002213743E,30602,True,880.0
859159E,103199,True,881.0
576157B,127150,True,882.0
815634C,137624,False,883.0
1800092348E,57305,False,884.0
1378387C,191098,True,885.0
1705479B,12981,False,886.0
1361210D,39180,True,887.0
491390E,279137,False,888.0
2001681927E,196020,True,889.0
2001671053A,86717,True,890.0
608544A,102858,True,891.0
2002628125E,22782,False,892.0
1569186D,80254,False,893.0
1569186D,104636,True,894.0
2002648954E,18434,True,895.0
930656A,281116,True,896.0
1214183B,48346,True,897.0
92195C,6627,False,898.0
361828E,110140,True,899.0
361828E,316188,False,900.0
2363329A,124194,False,901.0
856156C,34909,True,902.0
795665E,71499,False,903.0
795665E,24565,True,904.0
2000005614B,368209,False,905.0
1278244A,183851,True,906.0
844967C,236822,False,907.0
2001270594D,131044,False,908.0
2890276A,68659,True,909.0
2890276A,91926,False,910.0
1319565E,167058,True,911.0
2211083B,19474,True,912.0
888129D,359768,False,913.0
2163928E,93187,True,914.0
2163928E,133998,True,915.0
2002225745C,488751,True,916.0
889816C,92480,False,917.0
2449577C,85921,True,918.0
142364A,143437,True,919.0
2000052526A,70522,True,920.0
2001464777D,232717,False,921.0
72745C,285207,False,922.0
25237A,129598,True,923.0
189595C,376199,False,924.0
399166D,69173,True,925.0
399166D,64138,True,926.0
399166D,347655,False,927.0
456245C,67068,True,928.0
456245C,288912,True,929.0
1457076C,92692,False,930.0
2002168361C,299483,True,931.0
2178D,305575,True,932.0
2002180927C,151057,False,933.0
327249B,66675,True,934.0
1826792E,76673,False,935.0
947629D,78350,True,936.0
947629D,138620,True,937.0
947629D,52104,True,938.0
458573E,84304,True,939.0
458573E,126616,False,940.0
2001123919E,337385,True,941.0
262035D,173013,False,942.0
1236403B,26110,True,943.0
2002523185B,86623,True,944.0
12625E,157316,True,945.0
1256021C,159555,False,946.0
717153D,80156,False,947.0
2000824535C,112074,True,948.0
1086156E,52206,True,949.0
2001820155E,15866,False,950.0
2641137A,208299,True,951.0
40384C,54257,True,952.0
1800072825D,47750,True,953.0
1290504A,81251,False,954.0
1290504A,50796,False,955.0
1290504A,285530,True,956.0
1290504A,221743,False,957.0
1290504A,16545,True,958.0
1290504A,219907,True,959.0
1015478D,55916,True,960.0
1995953A,264596,False,961.0
1929948E,128566,True,962.0
12453458A,416502,False,963.0
1229075C,29569,True,964.0
2001910644B,395145,True,965.0
2002140854E,67256,False,966.0
2000829481E,80156,False,967.0
2002146734B,57466,True,968.0
2002146734B,18597,True,969.0
634357B,116610,False,970.0
1425594D,43509,False,971.0
2771800A,74969,True,972.0
894256E,145662,False,973.0
894256E,333219,True,974.0
2001827570A,151038,False,975.0
2048637E,2496,True,976.0
353401A,90243,True,977.0
2002377677B,14199,False,978.0
246197A,252563,False,979.0
246197A,261948,False,980.0
185450E,335824,True,981.0
185450E,50719,True,982.0
1293156C,29068,True,983.0
179132B,322553,True,984.0
1028213C,9411,True,985.0
886155B,92702,True,986.0
2083940E,43779,False,987.0
2798110C,110506,True,988.0
2798110C,133751,True,989.0
786406D,19301,False,990.0
786406D,126789,True,991.0
2705092E,97098,False,992.0
1994116C,131018,True,993.0
2000458355B,215171,True,994.0
1381899E,2537,False,995.0
1009922B,301013,False,996.0
431085C,94198,False,997.0
2383637A,375770,False,998.0
